"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5i","5ii","5iii","5iv","5v","5vi","5vii","5viii","7i","7ii","8i","10i","10ii","10iii","11i","11ii","12i","12ia","12ib","12iv","13i","13ii","14i","16i","21i","25i","27i","29i"
"Mexico","Sweden","Original","1992","1993","In Force","0.5","0.41","0.47","0.63","0.53","6","YES","NO","YES","YES","NO","YES","YES","NO","YES","NO","5","10","15","15","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Mexico","Switzerland","Amended by protocol","2009","2011","In Force","0.36","0.31","0.34","0.43","0.38","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","0","10","15","10","5","10","10","10","0","YES","YES","YES","NO","","NO","NO","PARTIAL"
"Mexico","Turkey","Original","2013","2016","In Force","0.58","0.41","0.59","0.75","0.65","6","YES","NO","NO","NO","NO","YES","NO","YES","YES","NO","5","25","15","15","10","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Mexico","Ukraine","Original","2012","2013","In Force","0.57","0.38","0.72","0.63","0.65","6","YES","6","NO","NO","NO","YES","NO","YES","YES","NO","5","25","15","10","10","10","10","10","0","YES","YES","NO","NO","YES","NO","YES","LOB"
"Mexico","United Arab Emirates","Original","2012","2015","In Force","0.44","0.22","0.59","0.5","0.53","6","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","0","","0","10","4.9","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PARTIAL"
"Mexico","United Kingdom","Amended by protocol","2009","2011","In Force","0.45","0.25","0.47","0.63","0.53","6","YES","NO","YES","YES","NO","YES","YES","NO","YES","NO","0","","0","15","5","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Mexico","United States","Amended by protocol","2002","2003","In Force","0.44","0.34","0.34","0.63","0.47","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","5","10","10","15","4.95","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","LOB"
"Mexico","Uruguay","Original","2009","2011","In Force","0.55","0.31","0.72","0.63","0.65","6","YES","6","NO","NO","NO","YES","NO","YES","YES","NO","5","","5","10","10","10","10","10","0","YES","YES","NO","NO","YES","NO","YES","NA"
"Moldova","United States","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Moldova","Poland","Original","1994","1996","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Romania","Original","1995","1997","In Force","0.37","0.42","0.44","0.25","0.29","12","YES","6","YES","YES","YES","NO","NO","NO","NO","NO","10","","10","10","10","15","10","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Moldova","Uzbekistan","Original","1995","1996","In Force","0.34","0.44","0.22","0.38","0.29","6","NO","NO","YES","YES","NO","YES","NO","YES","YES","NO","5","10","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Ukraine","Original","1995","1997","In Force","0.4","0.38","0.44","0.38","0.35","12","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Russia","Original","1996","1998","In Force","0.19","0.25","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Turkey","Original","1998","2001","In Force","0.18","0.34","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","10","","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Switzerland","Original","1999","2001","In Force","0.13","0.19","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Netherlands","Original","2000","2002","In Force","0.26","0.21","0.31","0.25","0.24","12","YES","12","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","5","5","2","2","2","0","NO","NO","YES","NO","NO","YES","NO","NA"
"Moldova","Tajikistan","Original","2002","2005","In Force","0.41","0.28","0.7","0.25","0.44","9","YES","3","NO","NO","NO","YES","NO","NO","YES","NO","5","25","10","5","5","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Slovakia","Original","2003","2007","In Force","0.35","0.38","0.31","0.38","0.29","12","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Montenegro","Pre-independence","2005","2007","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Serbia","Pre-independence","2005","2007","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Slovenia","Original","2006","2007","In Force","0.34","0.22","0.56","0.25","0.35","12","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","YES","NO","NO","NA"
"Moldova","Oman","Original","2007","2008","In Force","0.65","0.38","0.95","0.63","0.79","9","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","5","","5","5","5","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Moldova","Spain","Original","2007","2010","In Force","0.18","0.23","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","5","5","8","8","8","0","YES","NO","NO","NO","NO","NO","NO","OTHER"
"Moldova","United Kingdom","Original","2007","2009","In Force","0.26","0.19","0.33","0.25","0.26","9","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","5","20","10","5","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Moldova","Portugal","Original","2009","2011","In Force","0.29","0.32","0.31","0.25","0.24","12","YES","8","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","8","8","8","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Turkmenistan","Original","2013","2014","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Moldova","United Arab Emirates","Original","2017","2017","In Force","0.39","0.21","0.72","0.25","0.47","6","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","5","","5","6","6","6","6","6","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Moldova","Montenegro","Pre-independence","2005","2007","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Netherlands","Original","2000","2002","In Force","0.26","0.21","0.31","0.25","0.24","12","YES","12","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","5","5","2","2","2","0","NO","NO","YES","NO","NO","YES","NO","NA"
"Moldova","Oman","Original","2007","2008","In Force","0.65","0.38","0.95","0.63","0.79","9","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","5","","5","5","5","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Moldova","Poland","Original","1994","1996","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Portugal","Original","2009","2011","In Force","0.29","0.32","0.31","0.25","0.24","12","YES","8","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","8","8","8","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Romania","Original","1995","1997","In Force","0.37","0.42","0.44","0.25","0.29","12","YES","6","YES","YES","YES","NO","NO","NO","NO","NO","10","","10","10","10","15","10","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Moldova","Russia","Original","1996","1998","In Force","0.19","0.25","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Serbia","Pre-independence","2005","2007","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Slovakia","Original","2003","2007","In Force","0.35","0.38","0.31","0.38","0.29","12","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Slovenia","Original","2006","2007","In Force","0.34","0.22","0.56","0.25","0.35","12","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","YES","NO","NO","NA"
"Moldova","Spain","Original","2007","2010","In Force","0.18","0.23","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","5","5","8","8","8","0","YES","NO","NO","NO","NO","NO","NO","OTHER"
"Moldova","Switzerland","Original","1999","2001","In Force","0.13","0.19","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Tajikistan","Original","2002","2005","In Force","0.41","0.28","0.7","0.25","0.44","9","YES","3","NO","NO","NO","YES","NO","NO","YES","NO","5","25","10","5","5","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Turkey","Original","1998","2001","In Force","0.18","0.34","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","10","","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Turkmenistan","Original","2013","2014","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Moldova","Ukraine","Original","1995","1997","In Force","0.4","0.38","0.44","0.38","0.35","12","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","United Arab Emirates","Original","2017","2017","In Force","0.39","0.21","0.72","0.25","0.47","6","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","5","","5","6","6","6","6","6","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Moldova","United Kingdom","Original","2007","2009","In Force","0.26","0.19","0.33","0.25","0.26","9","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","5","20","10","5","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Moldova","United States","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Moldova","Uzbekistan","Original","1995","1996","In Force","0.34","0.44","0.22","0.38","0.29","6","NO","NO","YES","YES","NO","YES","NO","YES","YES","NO","5","10","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Monaco","Seychelles","Original","2010","2014","In Force","0.33","0.41","0.34","0.25","0.35","6","YES","3","YES","YES","NO","NO","NO","NO","YES","NO","7.5","","7.5","5","5","10","10","10","10","YES","NO","NO","NO","NO","NO","NO","NA"
"Monaco","Seychelles","Original","2010","2014","In Force","0.33","0.41","0.34","0.25","0.35","6","YES","3","YES","YES","NO","NO","NO","NO","YES","NO","7.5","","7.5","5","5","10","10","10","10","YES","NO","NO","NO","NO","NO","NO","NA"
"Mongolia","Poland","Original","1997","2002","In Force","0.33","0.31","0.19","0.5","0.29","12","NO","NO","YES","YES","NO","NO","YES","YES","NO","NO","10","","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Mongolia","Russia","Original","1995","1998","In Force","0.29","0.5","0.25","0.13","0.18","24","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","NO LIMIT","NO LIMIT","NO LIMIT","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Singapore","Original","2002","2005","In Force","0.32","0.25","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","5","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Mongolia","Switzerland","Original","1999","2002","In Force","0.23","0.23","0.34","0.13","0.24","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","10","0","5","5","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Turkey","Original","1995","1997","In Force","0.21","0.38","0.13","0.13","0.12","24","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Ukraine","Original","2002","2007","In Force","0.47","0.33","0.56","0.5","0.47","12","NO","NO","NO","NO","YES","NO","YES","YES","YES","NO","10","","10","10","10","10","10","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","United Kingdom","Original","1996","1997","In Force","0.24","0.27","0.19","0.25","0.18","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","10","7","5","5","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Vietnam","Original","1996","1997","In Force","0.7","0.5","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Mongolia","Poland","Original","1997","2002","In Force","0.33","0.31","0.19","0.5","0.29","12","NO","NO","YES","YES","NO","NO","YES","YES","NO","NO","10","","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Mongolia","Russia","Original","1995","1998","In Force","0.29","0.5","0.25","0.13","0.18","24","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","NO LIMIT","NO LIMIT","NO LIMIT","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Singapore","Original","2002","2005","In Force","0.32","0.25","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","5","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Mongolia","Switzerland","Original","1999","2002","In Force","0.23","0.23","0.34","0.13","0.24","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","10","0","5","5","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Turkey","Original","1995","1997","In Force","0.21","0.38","0.13","0.13","0.12","24","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Ukraine","Original","2002","2007","In Force","0.47","0.33","0.56","0.5","0.47","12","NO","NO","NO","NO","YES","NO","YES","YES","YES","NO","10","","10","10","10","10","10","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","United Kingdom","Original","1996","1997","In Force","0.24","0.27","0.19","0.25","0.18","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","10","7","5","5","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mongolia","Vietnam","Original","1996","1997","In Force","0.7","0.5","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Montenegro","Sri Lanka","Pre-independence","1985","1987","In Force","0.45","0.41","0.58","0.38","0.44","9","NO","9","NO","NO","YES","NO","NO","NO","NO","YES","12.5","","12.5","10","10","10","10","10","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Montenegro","Ukraine","Pre-independence","2001","2002","In Force","0.22","0.34","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Montenegro","Sri Lanka","Pre-independence","1985","1987","In Force","0.45","0.41","0.58","0.38","0.44","9","NO","9","NO","NO","YES","NO","NO","NO","NO","YES","12.5","","12.5","10","10","10","10","10","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Montenegro","Ukraine","Pre-independence","2001","2002","In Force","0.22","0.34","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Algeria","Multilateral","1990","1994","In Force","0.74","1","0.73","0.5","0.67","3","YES","0","NO","NO","YES","NO","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","YES","","YES","","NO","NO","YES","NA"
"Morocco","Libya","Multilateral","1990","1994","In Force","0.74","1","0.73","0.5","0.67","3","YES","0","NO","NO","YES","NO","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","YES","","YES","","NO","NO","YES","NA"
"Morocco","Mauritania","Multilateral","1990","1994","In Force","0.74","1","0.73","0.5","0.67","3","YES","0","NO","NO","YES","NO","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","YES","","YES","","NO","NO","YES","NA"
"Morocco","Pakistan","Original","2006","2010","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","1","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Morocco","Senegal","Original","2002","2007","In Force","0.7","0.5","0.97","0.63","0.82","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","YES","NA"
"Morocco","Vietnam","Original","2008","2013","In Force","0.74","0.5","0.84","0.88","0.88","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","YES","YES","NO","YES","NA"
"Morocco","Norway","Original","1972","1975","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Tunisia","Original","1974","1979","In Force","0.49","0.75","0.34","0.38","0.35","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","YES","YES","YES","NO","NO","NO","YES","NA"
"Morocco","Netherlands","Original","1977","1987","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","25","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","United Kingdom","Original","1981","1981","In Force","0.26","0.56","0.09","0.13","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","25","10","10","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Switzerland","Original","1993","1995","In Force","0.33","0.39","0.34","0.25","0.29","6","NO","NO","YES","YES","YES","YES","NO","NO","NO","NO","7","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Poland","Original","1994","1997","In Force","0.29","0.51","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","7","25","15","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Russia","Original","1997","2000","In Force","0.43","0.47","0.46","0.38","0.45","8","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","5","","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Morocco","Portugal","Original","1997","2001","In Force","0.21","0.43","0.08","0.13","0.1","8","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","12","12","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","United Arab Emirates","Original","1999","2001","In Force","0.35","0.34","0.58","0.13","0.33","8","YES","6","YES","YES","YES","NO","YES","NO","NO","NO","5","10","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Romania","Original","2003","2007","In Force","0.36","0.5","0.22","0.38","0.35","6","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Turkey","Original","2004","2007","In Force","0.31","0.36","0.32","0.25","0.25","10","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","7","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Syria","Original","2005","2010","In Force","0.73","0.6","0.97","0.63","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","14","14","14","14","YES","NO","YES","YES","NO","NO","NO","NA"
"Morocco","Qatar","Original","2006","2010","In Force","0.73","0.47","0.97","0.75","0.88","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","5","10","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"Morocco","Oman","Original","2006","2010","In Force","0.69","0.47","0.97","0.63","0.82","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","5","10","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","NO","NA"
"Morocco","Singapore","Original","2007","2015","In Force","0.49","0.36","0.59","0.5","0.53","6","YES","4","YES","YES","NO","YES","YES","NO","YES","NO","8","10","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Morocco","Ukraine","Original","2007","2010","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"Morocco","United States","Amended by protocol","1979","1981","In Force","0.24","0.47","0.09","0.17","0.13","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","15","15","15","10","10","10","0","NO","NO","YES","","","NO","NO","NA"
"Morocco","Spain","Amended by protocol","2015","2016","In Force","0.23","0.39","0.19","0.13","0.12","12","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","10","25","15","10","10","10","5","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Algeria","Multilateral","1990","1994","In Force","0.74","1","0.73","0.5","0.67","3","YES","0","NO","NO","YES","NO","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","YES","","YES","","NO","NO","YES","NA"
"Morocco","Libya","Multilateral","1990","1994","In Force","0.74","1","0.73","0.5","0.67","3","YES","0","NO","NO","YES","NO","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","YES","","YES","","NO","NO","YES","NA"
"Morocco","Mauritania","Multilateral","1990","1994","In Force","0.74","1","0.73","0.5","0.67","3","YES","0","NO","NO","YES","NO","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","YES","","YES","","NO","NO","YES","NA"
"Morocco","Netherlands","Original","1977","1987","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","25","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Norway","Original","1972","1975","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Oman","Original","2006","2010","In Force","0.69","0.47","0.97","0.63","0.82","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","5","10","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","NO","NA"
"Morocco","Pakistan","Original","2006","2010","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","1","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Morocco","Poland","Original","1994","1997","In Force","0.29","0.51","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","7","25","15","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Portugal","Original","1997","2001","In Force","0.21","0.43","0.08","0.13","0.1","8","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","12","12","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Qatar","Original","2006","2010","In Force","0.73","0.47","0.97","0.75","0.88","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","5","10","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"Morocco","Romania","Original","2003","2007","In Force","0.36","0.5","0.22","0.38","0.35","6","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Russia","Original","1997","2000","In Force","0.43","0.47","0.46","0.38","0.45","8","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","5","","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Morocco","Senegal","Original","2002","2007","In Force","0.7","0.5","0.97","0.63","0.82","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","YES","NA"
"Morocco","Singapore","Original","2007","2015","In Force","0.49","0.36","0.59","0.5","0.53","6","YES","4","YES","YES","NO","YES","YES","NO","YES","NO","8","10","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Morocco","Spain","Amended by protocol","2015","2016","In Force","0.23","0.39","0.19","0.13","0.12","12","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","10","25","15","10","10","10","5","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Switzerland","Original","1993","1995","In Force","0.33","0.39","0.34","0.25","0.29","6","NO","NO","YES","YES","YES","YES","NO","NO","NO","NO","7","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Morocco","Syria","Original","2005","2010","In Force","0.73","0.6","0.97","0.63","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","14","14","14","14","YES","NO","YES","YES","NO","NO","NO","NA"
"Morocco","Tunisia","Original","1974","1979","In Force","0.49","0.75","0.34","0.38","0.35","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","YES","YES","YES","NO","NO","NO","YES","NA"
"Morocco","Turkey","Original","2004","2007","In Force","0.31","0.36","0.32","0.25","0.25","10","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","7","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
